"destination_country","origin_country","Rank","1990","1995","2000","2005","2010","2015","2019"
"Russian Federation","Kyrgyzstan",465,433625,0,0,0,0,0,0
"United States of America","Poland",466,0,433257,0,0,0,0,0
"Singapore","Malaysia",467,0,431854,0,0,0,0,0
"United States of America","Haiti",468,0,0,429964,0,0,0,0
"Nepal","India",469,0,0,0,0,0,0,429769
"United States of America","Peru",470,0,0,0,0,428629,0,0
"Germany","Serbia",471,428334,0,0,0,0,0,0
"Lebanon","State of Palestine",472,0,428088,0,0,0,0,0
"France","Tunisia",473,0,0,0,0,0,0,427897
"United States of America","Poland",474,0,0,0,0,0,0,426937
"Canada","India",475,0,0,0,424855,0,0,0
"Russian Federation","Tajikistan",476,424727,0,0,0,0,0,0
"Italy","Morocco",477,0,0,0,0,0,424080,0
"Russian Federation","Tajikistan",478,0,0,0,423794,0,0,0
"Saudi Arabia","Sri Lanka",479,0,0,0,0,0,423765,0
"Australia","New Zealand",480,0,0,0,423550,0,0,0
"Côte d'Ivoire","Mali",481,422476,0,0,0,0,0,0
"United Kingdom","India",482,0,422284,0,0,0,0,0
"Malaysia","Indonesia",483,0,421423,0,0,0,0,0
"United States of America","Poland",484,0,0,0,0,0,419332,0
"Kuwait","India",485,0,0,418664,0,0,0,0
"Italy","Morocco",486,0,0,0,0,416832,0,0
"Spain","Ecuador",487,0,0,0,0,0,416394,0
"Spain","Ecuador",488,0,0,0,0,0,0,415310
"United States of America","Ukraine",489,0,0,0,0,0,0,414206
"United States of America","Russian Federation",490,0,0,0,0,0,0,411537
"Kuwait","Egypt",491,0,0,0,0,0,0,410831
"Russian Federation","Tajikistan",492,0,410349,0,0,0,0,0
"Germany","Italy",493,0,0,0,410250,0,0,0
"United States of America","Turkey",494,0,0,0,0,0,0,409480
"Germany","Romania",495,0,0,0,407829,0,0,0
"United States of America","Pakistan",496,0,0,0,0,0,0,406509
"United States of America","Russian Federation",497,0,0,0,0,405679,0,0
"United States of America","Italy",498,0,0,0,0,404664,0,0
"France","Tunisia",499,0,0,0,0,0,404246,0
"Saudi Arabia","Philippines",500,0,0,0,0,404010,0,0
"United States of America","Iran (Islamic Republic of)",501,0,0,0,0,0,0,403136
"Saudi Arabia","Nepal",502,0,0,0,0,0,403005,0
"United Kingdom","India",503,399526,0,0,0,0,0,0
"United Kingdom","Ireland",504,0,0,0,0,398201,0,0
"Saudi Arabia","Syrian Arab Republic",505,0,0,0,397826,0,0,0
"Ethiopia","South Sudan",506,0,0,0,0,0,395202,0
"United States of America","Iran (Islamic Republic of)",507,0,0,0,0,0,394223,0
"Kenya","Somalia",508,0,0,0,0,392063,0,0
"United Kingdom","Ireland",509,0,0,0,0,0,389921,0
"Ethiopia","Somalia",510,0,0,389419,0,0,0,0
"Lebanon","State of Palestine",511,389171,0,0,0,0,0,0
"United States of America","Poland",512,388328,0,0,0,0,0,0
"Kuwait","Egypt",513,0,0,0,0,0,387993,0
"United States of America","Russian Federation",514,0,0,0,0,0,386529,0
"Saudi Arabia","Sudan",515,0,0,0,0,0,385241,0
"Syrian Arab Republic","State of Palestine",516,0,0,385199,0,0,0,0
"Ethiopia","South Sudan",517,384266,0,0,0,0,0,0
"United Arab Emirates","Pakistan",518,0,0,0,383831,0,0,0
"United States of America","Honduras",519,0,0,0,383822,0,0,0
"United States of America","Ukraine",520,0,0,0,0,0,383559,0
"Russian Federation","Tajikistan",521,0,0,381090,0,0,0,0
"United Kingdom","Pakistan",522,0,0,0,380338,0,0,0
"United States of America","Turkey",523,0,0,0,0,0,379182,0
"South Africa","Zimbabwe",524,0,0,0,0,0,0,376668
"Saudi Arabia","Egypt",525,0,0,376493,0,0,0,0
"United States of America","Pakistan",526,0,0,0,0,0,376432,0
"Poland","Ukraine",527,0,375267,0,0,0,0,0
"Kuwait","India",528,375183,0,0,0,0,0,0
"France","Italy",529,0,0,0,373839,0,0,0
"Oman","India",530,0,0,0,373411,0,0,0
"Saudi Arabia","Yemen",531,0,0,0,372063,0,0,0
"Turkey","Germany",532,0,0,0,0,0,0,371430
"United States of America","Russian Federation",533,0,0,0,371254,0,0,0
"Nepal","India",534,369370,0,0,0,0,0,0
"United States of America","Japan",535,0,0,0,0,366522,0,0
"Saudi Arabia","Egypt",536,0,366429,0,0,0,0,0
"Guinea","Sierra Leone",537,0,0,365828,0,0,0,0
"Australia","New Zealand",538,0,0,365060,0,0,0,0
"France","Tunisia",539,0,0,0,0,364914,0,0
"United States of America","Ecuador",540,0,0,0,364358,0,0,0
"Tajikistan","Russian Federation",541,363565,0,0,0,0,0,0
"Switzerland","Germany",542,0,0,0,0,0,0,363037
"France","Tunisia",543,0,0,0,362087,0,0,0
"Mexico","United States of America",544,0,0,358399,0,0,0,0
"United States of America","Guatemala",545,0,357929,0,0,0,0,0
"Saudi Arabia","Egypt",546,357540,0,0,0,0,0,0
"United States of America","Japan",547,0,0,356364,0,0,0,0
"Kazakhstan","Ukraine",548,356063,0,0,0,0,0,0
"United States of America","Japan",549,0,0,0,355980,0,0,0
"Italy","Morocco",550,0,0,0,355367,0,0,0
"Chad","Sudan",551,0,0,0,0,0,0,354817
"Latvia","Russian Federation",552,0,354000,0,0,0,0,0
"Germany","Greece",553,0,0,353263,0,0,0,0
"Kazakhstan","Ukraine",554,0,0,0,0,0,0,353225
"Switzerland","Germany",555,0,0,0,0,0,352966,0
"United States of America","Italy",556,0,0,0,0,0,352492,0
"Canada","Philippines",557,0,0,0,351848,0,0,0
"United States of America","Japan",558,0,0,0,0,0,0,351166
"United States of America","Peru",559,0,0,0,350703,0,0,0
"Ethiopia","Somalia",560,0,0,0,0,349609,0,0
"Germany","Italy",561,0,0,0,0,0,349395,0
"Kyrgyzstan","Russian Federation",562,349174,0,0,0,0,0,0
"United States of America","Russian Federation",563,0,0,348815,0,0,0,0
"Afghanistan","Pakistan",564,0,0,0,0,0,348369,0
"United States of America","Iran (Islamic Republic of)",565,0,0,0,0,348249,0,0
"United States of America","Dominican Republic",566,347858,0,0,0,0,0,0
"United Kingdom","Germany",567,0,0,0,0,0,0,347634
"South Africa","Mozambique",568,346433,0,0,0,0,0,0
"Malaysia","Myanmar",569,0,0,0,0,0,0,345947
"Germany","Greece",570,0,345405,0,0,0,0,0
"France","Italy",571,0,0,0,0,345189,0,0
"France","Italy",572,0,0,0,0,0,0,343255
"Guinea","Liberia",573,342691,0,0,0,0,0,0
"United Arab Emirates","Egypt",574,0,0,0,341789,0,0,0
"Uganda","Sudan",575,0,0,341554,0,0,0,0
"United States of America","Italy",576,0,0,0,0,0,0,340419
"Saudi Arabia","Sri Lanka",577,0,0,0,0,338283,0,0
"Kazakhstan","Ukraine",578,0,0,0,0,0,338022,0
"Uganda","Sudan",579,0,0,0,337681,0,0,0
"Germany","Greece",580,337546,0,0,0,0,0,0
"Canada","Italy",581,337392,0,0,0,0,0,0
"Syrian Arab Republic","Iraq",582,0,0,0,336344,0,0,0
"South Africa","Zimbabwe",583,0,0,0,0,0,336046,0
"Argentina","Italy",584,336040,0,0,0,0,0,0
"United States of America","Japan",585,0,0,0,0,0,335767,0
"Germany","Italy",586,0,0,0,0,335329,0,0
"United States of America","Jamaica",587,334140,0,0,0,0,0,0
"Oman","India",588,0,0,333881,0,0,0,0
"Kenya","Uganda",589,0,0,0,0,0,333789,0
"Kuwait","India",590,0,332377,0,0,0,0,0
"South Africa","Lesotho",591,0,0,0,0,0,0,331312
"Ukraine","Kazakhstan",592,330947,0,0,0,0,0,0
"Malaysia","Myanmar",593,0,0,0,0,0,330851,0
"Kuwait","Pakistan",594,0,0,0,0,0,0,330824
"Australia","India",595,0,0,0,0,329510,0,0
"United Kingdom","Poland",596,0,0,0,328865,0,0,0
"Ethiopia","Somalia",597,0,0,0,327545,0,0,0
"France","Turkey",598,0,0,0,0,0,0,327508
"Kenya","Uganda",599,0,0,0,0,326978,0,0
"United States of America","Haiti",600,0,326669,0,0,0,0,0
"Germany","Greece",601,0,0,0,0,0,0,326297
"United States of America","Ukraine",602,0,0,0,0,325001,0,0
"France","Italy",603,0,0,0,0,0,324282,0
"Chad","Sudan",604,0,0,0,0,0,323465,0
"United States of America","Japan",605,0,323100,0,0,0,0,0
"United States of America","Guyana",606,0,0,0,0,0,0,323052
"South Africa","Mozambique",607,0,0,0,322964,0,0,0
"Germany","Romania",608,0,0,322922,0,0,0,0
"Canada","Italy",609,0,322392,0,0,0,0,0
"Saudi Arabia","Syrian Arab Republic",610,0,0,322050,0,0,0,0
"Poland","Ukraine",611,0,0,321013,0,0,0,0
"South Africa","Mozambique",612,0,320659,0,0,0,0,0
"Germany","Serbia",613,0,0,0,319713,0,0,0
"Spain","United Kingdom",614,0,0,0,0,319145,0,0
"Canada","India",615,0,0,319138,0,0,0,0
"Switzerland","Germany",616,0,0,0,0,318895,0,0
"Bahrain","India",617,0,0,0,0,0,0,318547
"Kazakhstan","Ukraine",618,0,0,0,0,317803,0,0
"Uganda","Democratic Republic of the Congo",619,0,0,0,0,0,0,315753
"Argentina","Paraguay",620,0,0,315086,0,0,0,0
"Canada","Italy",621,0,0,315058,0,0,0,0
"United States of America","Iran (Islamic Republic of)",622,0,0,0,314199,0,0,0
"United Arab Emirates","Indonesia",623,0,0,0,0,0,0,314089
"Saudi Arabia","Syrian Arab Republic",624,0,313441,0,0,0,0,0
"Kuwait","Pakistan",625,0,0,0,0,0,312434,0
"Dominican Republic","Haiti",626,0,0,0,0,311969,0,0
"Saudi Arabia","Philippines",627,0,0,0,311603,0,0,0
"Australia","New Zealand",628,0,310921,0,0,0,0,0
"United Kingdom","Pakistan",629,0,0,310526,0,0,0,0
"United States of America","Nigeria",630,0,0,0,0,0,0,309699
"Kenya","Uganda",631,0,0,0,0,0,0,309490
"France","Turkey",632,0,0,0,0,0,309406,0
"United States of America","Ecuador",633,0,0,306208,0,0,0,0
"United Kingdom","Germany",634,0,0,0,0,0,306123,0
"France","Spain",635,0,0,0,306067,0,0,0
"Spain","United Kingdom",636,0,0,0,0,0,305969,0
"Saudi Arabia","Syrian Arab Republic",637,305838,0,0,0,0,0,0
"United Arab Emirates","Pakistan",638,0,0,305782,0,0,0,0
"Libya","State of Palestine",639,0,0,0,0,0,0,303601
"France","Spain",640,0,0,0,0,0,0,303245
"United States of America","Nicaragua",641,0,0,0,0,0,0,302845
"United States of America","Pakistan",642,0,0,0,0,302798,0,0
"Bahrain","India",643,0,0,0,0,0,302635,0
"Kazakhstan","Ukraine",644,0,302168,0,0,0,0,0
"Spain","United Kingdom",645,0,0,0,0,0,0,302020
"Saudi Arabia","Sudan",646,0,0,0,0,301500,0,0
"Saudi Arabia","Yemen",647,0,0,301194,0,0,0,0
"Mexico","El Salvador",648,301106,0,0,0,0,0,0
"Saudi Arabia","Nepal",649,0,0,0,0,299632,0,0
"United States of America","Guyana",650,0,0,0,0,0,299148,0
"United States of America","Ukraine",651,0,0,0,298766,0,0,0
"Australia","New Zealand",652,298309,0,0,0,0,0,0
"United Kingdom","Germany",653,0,0,0,0,298299,0,0
"Costa Rica","Nicaragua",654,0,0,0,0,0,0,296541
"South Africa","Lesotho",655,0,0,0,0,0,295581,0
"Belgium","Morocco",656,295459,0,0,0,0,0,0
"Tajikistan","Russian Federation",657,0,294449,0,0,0,0,0
"Kazakhstan","Uzbekistan",658,0,0,0,0,0,0,294395
"Russian Federation","Republic of Moldova",659,0,0,0,0,0,294314,0
"France","Tunisia",660,0,0,294250,0,0,0,0
"Russian Federation","Republic of Moldova",661,0,0,0,0,0,0,294245
"Saudi Arabia","Yemen",662,0,293143,0,0,0,0,0
"Chad","Sudan",663,0,0,0,0,293127,0,0
"Ireland","United Kingdom",664,0,0,0,0,0,0,293061
"Russian Federation","Republic of Moldova",665,292807,0,0,0,0,0,0
"United Arab Emirates","Indonesia",666,0,0,0,0,0,292432,0
"Spain","Romania",667,0,0,0,292379,0,0,0
"Costa Rica","Nicaragua",668,0,0,0,0,0,292232,0
"Kenya","Uganda",669,0,0,0,291776,0,0,0
"Ukraine","Kazakhstan",670,0,290731,0,0,0,0,0
"United States of America","Iran (Islamic Republic of)",671,0,0,290417,0,0,0,0
"United States of America","Japan",672,290128,0,0,0,0,0,0
"United States of America","Honduras",673,0,0,290034,0,0,0,0
"Russian Federation","Republic of Moldova",674,0,289707,0,0,0,0,0
"Syrian Arab Republic","State of Palestine",675,0,289464,0,0,0,0,0
"Thailand","Lao People's Democratic Republic",676,0,0,289386,0,0,0,0
"United States of America","Thailand",677,0,0,0,0,0,0,289346
"Russian Federation","Republic of Moldova",678,0,0,0,0,288805,0,0
"Costa Rica","Nicaragua",679,0,0,0,0,287766,0,0
"Sudan","Eritrea",680,0,287519,0,0,0,0,0
"Jordan","Egypt",681,0,0,287377,0,0,0,0
"United States of America","Nigeria",682,0,0,0,0,0,286784,0
"France","Spain",683,0,0,0,0,0,286484,0
"Uganda","Democratic Republic of the Congo",684,0,0,0,0,0,286214,0
"Argentina","Paraguay",685,0,286164,0,0,0,0,0
"Libya","State of Palestine",686,0,0,0,0,0,286136,0
"Saudi Arabia","Yemen",687,286032,0,0,0,0,0,0
"Germany","Czechia",688,0,0,0,285873,0,0,0
"France","Spain",689,0,0,0,0,285868,0,0
"Italy","Morocco",690,0,0,285569,0,0,0,0
"Russian Federation","Republic of Moldova",691,0,0,0,285390,0,0,0
"United States of America","Peru",692,0,0,285249,0,0,0,0
"France","Tunisia",693,0,285233,0,0,0,0,0
"Kyrgyzstan","Russian Federation",694,0,284678,0,0,0,0,0
"Estonia","Russian Federation",695,283457,0,0,0,0,0,0
"Kazakhstan","Ukraine",696,0,0,0,283038,0,0,0
"Oman","India",697,0,282987,0,0,0,0,0
"United States of America","Ukraine",698,0,0,282139,0,0,0,0
"India","Sri Lanka",699,281720,0,0,0,0,0,0
"Kazakhstan","Uzbekistan",700,0,0,0,0,0,281713,0
"Australia","Philippines",701,0,0,0,0,0,0,281216
"United States of America","Nicaragua",702,0,0,0,0,0,280437,0
"Democratic Republic of the Congo","Rwanda",703,0,0,0,0,0,280052,0
"Yemen","Somalia",704,0,0,0,0,0,0,279856
"France","Turkey",705,0,0,0,0,279301,0,0
"Malaysia","Nepal",706,0,0,0,0,276557,0,0
"United States of America","Trinidad and Tobago",707,0,0,0,0,0,0,276440
"France","Tunisia",708,276216,0,0,0,0,0,0
"Russian Federation","Republic of Moldova",709,0,0,276101,0,0,0,0
"Yemen","Somalia",710,0,0,0,0,0,275683,0
"Canada","Italy",711,0,0,0,275657,0,0,0
"Brazil","Portugal",712,274924,0,0,0,0,0,0
"Turkey","Germany",713,0,0,0,0,0,274691,0
"Switzerland","Italy",714,0,0,0,0,0,0,273918
"Argentina","Italy",715,0,273401,0,0,0,0,0
"Canada","United States of America",716,0,0,0,273338,0,0,0
"Guinea","Sierra Leone",717,0,273125,0,0,0,0,0
"Mexico","United States of America",718,0,272472,0,0,0,0,0
"New Zealand","United Kingdom",719,0,0,0,0,0,0,272436
"Switzerland","Germany",720,0,0,0,272280,0,0,0
"Dominican Republic","Haiti",721,0,0,0,271273,0,0,0
"Australia","Italy",722,271095,0,0,0,0,0,0
"Turkey","Germany",723,0,0,0,0,270596,0,0
"Canada","Uruguay",724,0,0,0,0,0,0,269229
"United States of America","Russian Federation",725,0,268967,0,0,0,0,0
"Jordan","Iraq",726,0,0,0,268747,0,0,0
"Uganda","Sudan",727,0,268735,0,0,0,0,0
"United States of America","Thailand",728,0,0,0,0,0,267938,0
"Belgium","Morocco",729,0,267838,0,0,0,0,0
"United Arab Emirates","Indonesia",730,0,0,0,0,267618,0,0
"Ireland","United Kingdom",731,0,0,0,0,0,267364,0
"United Kingdom","Pakistan",732,0,267177,0,0,0,0,0
"Spain","Morocco",733,0,0,266706,0,0,0,0
"Zimbabwe","Mozambique",734,0,266322,0,0,0,0,0
"South Africa","Zimbabwe",735,0,0,0,0,266144,0,0
"Australia","Viet Nam",736,0,0,0,0,0,0,265018
"New Zealand","United Kingdom",737,0,0,0,0,0,265014,0
"United States of America","Guyana",738,0,0,0,0,264928,0,0
"Kazakhstan","Uzbekistan",739,0,0,0,0,264862,0,0
"Austria","Germany",740,0,0,0,0,0,0,264081
"Poland","Ukraine",741,0,0,0,263473,0,0,0
"Canada","United States of America",742,0,0,0,0,263470,0,0
"Switzerland","Italy",743,0,0,0,0,0,262749,0
"Turkey","Germany",744,0,0,0,262587,0,0,0
"Uganda","South Sudan",745,0,0,0,0,0,262321,0
"United Arab Emirates","Egypt",746,0,0,261934,0,0,0,0
"Belarus","Ukraine",747,261845,0,0,0,0,0,0
"United States of America","Pakistan",748,0,0,0,261537,0,0,0
"Kenya","Uganda",749,0,0,261491,0,0,0,0
"United Kingdom","Germany",750,0,0,0,261429,0,0,0
"Saudi Arabia","Myanmar",751,0,0,0,0,0,0,261159
"Saudi Arabia","Sri Lanka",752,0,0,0,260909,0,0,0
"Australia","Italy",753,0,260694,0,0,0,0,0
"Bahrain","India",754,0,0,0,0,259915,0,0
"Iraq","Syrian Arab Republic",755,0,0,0,0,0,0,258144
"United Kingdom","Germany",756,0,0,257322,0,0,0,0
"Argentina","Paraguay",757,257243,0,0,0,0,0,0
"France","Turkey",758,0,0,256739,0,0,0,0
"Germany","Greece",759,0,0,0,256149,0,0,0
"United States of America","Trinidad and Tobago",760,0,0,0,0,0,255967,0
"Sudan","South Sudan",761,0,0,0,0,0,255959,0
"Canada","United States of America",762,0,0,255952,0,0,0,0
"Japan","Philippines",763,0,0,0,0,0,0,255530
"United States of America","Venezuela (Bolivarian Republic of)",764,0,0,0,0,0,0,255141
"Turkey","Germany",765,0,0,254815,0,0,0,0
"Qatar","Nepal",766,0,0,0,0,0,0,254340
"Democratic Republic of the Congo","Rwanda",767,0,0,0,0,0,0,254225
"United States of America","Nicaragua",768,0,0,0,0,254081,0,0
"Ukraine","Kazakhstan",769,0,0,254065,0,0,0,0
"Libya","State of Palestine",770,0,0,0,0,253786,0,0
"Malaysia","Indonesia",771,252710,0,0,0,0,0,0
"Saudi Arabia","Philippines",772,0,0,252250,0,0,0,0
"Congo","Democratic Republic of the Congo",773,0,0,0,0,252142,0,0
"Tajikistan","Russian Federation",774,0,0,252099,0,0,0,0
"Iraq","Syrian Arab Republic",775,0,0,0,0,0,252056,0
"Ukraine","Uzbekistan",776,0,0,251285,0,0,0,0
"Canada","Uruguay",777,0,0,0,0,0,251237,0
"Canada","Italy",778,0,0,0,0,0,0,251105
"New Zealand","United Kingdom",779,0,0,0,0,250997,0,0
"United States of America","Iran (Islamic Republic of)",780,0,250390,0,0,0,0,0
"Germany","Romania",781,0,249921,0,0,0,0,0
"Ireland","United Kingdom",782,0,0,0,0,249392,0,0
"France","Turkey",783,0,248944,0,0,0,0,0
"Rwanda","Democratic Republic of the Congo",784,0,0,0,0,0,0,248670
"Germany","Kazakhstan",785,0,248645,0,0,0,0,0
"Germany","Poland",786,248610,0,0,0,0,0,0
"Kazakhstan","Ukraine",787,0,0,248273,0,0,0,0
"Belarus","Ukraine",788,0,248032,0,0,0,0,0
"Chad","Sudan",789,0,0,0,247525,0,0,0
"Italy","Ukraine",790,0,0,0,0,0,0,246367
"Saudi Arabia","Philippines",791,0,245507,0,0,0,0,0
"Syrian Arab Republic","State of Palestine",792,244707,0,0,0,0,0,0
"Canada","United States of America",793,0,244567,0,0,0,0,0
"Brazil","Portugal",794,0,244319,0,0,0,0,0
"Republic of Moldova","Ukraine",795,243717,0,0,0,0,0,0
"Germany","Ukraine",796,0,0,0,0,0,0,241486
"Switzerland","Germany",797,0,0,241379,0,0,0,0
"France","Turkey",798,241148,0,0,0,0,0,0
"Australia","Philippines",799,0,0,0,0,0,241130,0
"Oman","Pakistan",800,0,0,0,0,0,0,240965
"Canada","Italy",801,0,0,0,0,240825,0,0
"United States of America","Trinidad and Tobago",802,0,0,0,0,240394,0,0
"Canada","India",803,0,240035,0,0,0,0,0
"Saudi Arabia","Philippines",804,239551,0,0,0,0,0,0
"United States of America","Ethiopia",805,0,0,0,0,0,0,239186
"Canada","United States of America",806,238998,0,0,0,0,0,0
"Tajikistan","Russian Federation",807,0,0,0,238699,0,0,0
"Tajikistan","Russian Federation",808,0,0,0,0,238142,0,0
"South Africa","Mozambique",809,0,0,237813,0,0,0,0
"Bangladesh","Myanmar",810,0,0,0,0,0,237369,0
"Canada","Philippines",811,0,0,236877,0,0,0,0
"United States of America","Guyana",812,0,0,0,236839,0,0,0
"Guatemala","El Salvador",813,236655,0,0,0,0,0,0
"United States of America","Venezuela (Bolivarian Republic of)",814,0,0,0,0,0,236264,0
"United States of America","Nicaragua",815,0,0,0,236243,0,0,0
"Estonia","Russian Federation",816,0,236214,0,0,0,0,0
"Qatar","Pakistan",817,0,0,0,0,0,0,235876
"India","Sri Lanka",818,0,235785,0,0,0,0,0
"Australia","Viet Nam",819,0,0,0,0,0,235590,0
"Ethiopia","South Sudan",820,0,235512,0,0,0,0,0
"Bangladesh","Myanmar",821,0,0,0,0,235019,0,0
"Latvia","Russian Federation",822,0,0,234753,0,0,0,0
"Saudi Arabia","Jordan",823,0,0,0,0,0,0,234661
"Canada","Italy",824,0,0,0,0,0,234324,0
"Belarus","Ukraine",825,0,0,234219,0,0,0,0
"Tajikistan","Russian Federation",826,0,0,0,0,0,234154,0
"South Africa","Lesotho",827,0,0,0,0,234089,0,0
"Australia","Italy",828,0,0,234040,0,0,0,0
"Puerto Rico","United States of America",829,0,0,233924,0,0,0,0
"Rwanda","Democratic Republic of the Congo",830,0,0,0,0,0,233744,0
"Tajikistan","Russian Federation",831,0,0,0,0,0,0,233297
"United Kingdom","Germany",832,0,233229,0,0,0,0,0
"Switzerland","Italy",833,0,0,0,0,233104,0,0
"Nigeria","Ghana",834,0,0,0,0,0,0,233002
"New Zealand","United Kingdom",835,0,0,0,232954,0,0,0
"Bangladesh","Myanmar",836,0,0,0,232693,0,0,0
"Saudi Arabia","Sudan",837,0,0,0,232539,0,0,0
"Belgium","Morocco",838,0,0,232447,0,0,0,0
"United Kingdom","South Africa",839,0,0,0,0,0,0,232276
"Ukraine","Kazakhstan",840,0,0,0,232148,0,0,0
"Libya","State of Palestine",841,0,0,0,231990,0,0,0
"Saudi Arabia","Nepal",842,0,0,0,231098,0,0,0
"Belarus","Ukraine",843,0,0,0,230971,0,0,0
"United States of America","Lao People's Democratic Republic",844,0,0,0,0,0,0,230858
"Congo","Democratic Republic of the Congo",845,0,0,0,230684,0,0,0
"United States of America","Iraq",846,0,0,0,0,0,0,230469
"Puerto Rico","United States of America",847,0,230426,0,0,0,0,0
"Austria","Serbia",848,0,0,0,0,0,0,230404
"Bangladesh","Myanmar",849,0,0,230390,0,0,0,0
"Turkey","Iraq",850,0,0,0,0,0,0,230277
"Costa Rica","Nicaragua",851,0,0,230085,0,0,0,0
"France","Turkey",852,0,0,0,229714,0,0,0
"Ukraine","Uzbekistan",853,0,0,0,229608,0,0,0
"Japan","Philippines",854,0,0,0,0,0,229595,0
"Argentina","Spain",855,229535,0,0,0,0,0,0
"Thailand","Myanmar",856,229504,0,0,0,0,0,0
"Jordan","Egypt",857,0,229396,0,0,0,0,0
"United States of America","Pakistan",858,0,0,229151,0,0,0,0
"Dominican Republic","Haiti",859,0,0,228652,0,0,0,0
"United Kingdom","Pakistan",860,228321,0,0,0,0,0,0
"Bangladesh","Myanmar",861,0,228109,0,0,0,0,0
"New Zealand","United Kingdom",862,227889,0,0,0,0,0,0
"Belarus","Ukraine",863,0,0,0,0,227722,0,0
"Puerto Rico","United States of America",864,227483,0,0,0,0,0,0
"Italy","Morocco",865,0,227427,0,0,0,0,0
"Malaysia","Myanmar",866,0,0,0,0,226432,0,0
"Switzerland","Portugal",867,0,0,0,0,0,0,226361
"Belgium","Morocco",868,0,0,0,0,0,0,226216
"United States of America","Nicaragua",869,0,0,225929,0,0,0,0
"Bangladesh","Myanmar",870,225851,0,0,0,0,0,0
"United Arab Emirates","Pakistan",871,0,225750,0,0,0,0,0
"United States of America","Guatemala",872,225739,0,0,0,0,0,0
"Belarus","Ukraine",873,0,0,0,0,0,225734,0
"Republic of Moldova","Russian Federation",874,225571,0,0,0,0,0,0
"Kuwait","Pakistan",875,0,0,0,0,225431,0,0
